"compiled_studies","subjectID","group","optionA","optionB","quantityA","quantityB"
"foraging","mouse12",3,"flappuzzle","treatball",21.6060606060607,78.3939393939393
"foraging","mouse12",3,"tube_stones","latticeball",51.5063131313131,48.4936868686869
"foraging","mouse12",3,"tube_stones","slidingpuzzle",36.9886363636364,63.0113636363636
"foraging","mouse12",3,"tube_stones","treatball",42.0252525252526,57.9747474747474
"foraging","mouse12",3,"latticeball","slidingpuzzle",65.375,34.625
"foraging","mouse12",3,"treatball","slidingpuzzle",52.375,47.625
"foraging","mouse12",3,"flappuzzle","slidingpuzzle",65.6704545454545,34.3295454545455
"foraging","mouse12",3,"latticeball","flappuzzle",63.0164141414141,36.9835858585859
"housing","mouse12",3,"floorhouse","woodenangle",19.4457070707071,80.5542929292929
"housing","mouse12",3,"woodenangle_with_hole","houseball",60.5896464646465,39.4103535353535
"housing","mouse12",3,"woodenangle_with_hole","woodenangle",46.3724747474748,53.6275252525252
"housing","mouse12",3,"woodenangle","paperhouse",44.7260101010101,55.2739898989899
"housing","mouse12",3,"paperhouse","floorhouse",43.5757575757576,56.4242424242424
"housing","mouse12",3,"floorhouse","woodenangle_with_hole",44.0946969696969,55.9053030303031
"housing","mouse12",3,"paperhouse","woodenangle_with_hole",44.6805555555556,55.3194444444444
"housing","mouse12",3,"houseball","floorhouse",55.6553030303031,44.3446969696969
"housing","mouse12",3,"woodenangle","houseball",57.0113636363636,42.9886363636364
"housing","mouse12",3,"houseball","paperhouse",34.9659090909091,65.0340909090909
